it,2023-11-21-molinaro,9661
it,2024-05-23-symmetry-group,9666
it,2024-06-03-symmetry-group,9667
it,2022-08-21-gatignon,9677,"article","French"
it,2021-03-20-komiyama,9680,"article","French"
it,2023-03-25-fey,9668,"article","German"
