id,old_tags,new_tags,tagging_status,unexpected_error,changed?
5894,"[""other: canton: BE"", ""other: university: UniBE"", ""other: language: German"", ""other: page type: media article"", ""other: media 1: pdf"", ""other: special content 1: metaphi""]","[""other: other: canton: BE"", ""other: other: university: UniBE"", ""other: other: language: German"", ""other: other: page type: media article"", ""other: other: media 1: pdf"", ""other: other: special content 1: metaphi""]",success,,
5901,"[""other: canton: BE"", ""other: university: UniBE"", ""other: language: German"", ""other: page type: media article"", ""other: media 1: pdf"", ""other: special content 1: metaphi""]","[""other: other: canton: BE"", ""other: other: university: UniBE"", ""other: other: language: German"", ""other: other: page type: media article"", ""other: other: media 1: pdf"", ""other: other: special content 1: metaphi""]",success,,
9205,"[""other: canton: BE"", ""other: university: UniBE"", ""other: language: German"", ""other: page type: media article"", ""other: media 1: pdf"", ""other: special content 1: metaphi""]","[""other: other: canton: BE"", ""other: other: university: UniBE"", ""other: other: language: German"", ""other: other: page type: media article"", ""other: other: media 1: pdf"", ""other: other: special content 1: metaphi""]",success,,
7678,"[""other: language: German"", ""other: page type: article"", ""other: special content 1: testimonial""]","[""other: other: language: German"", ""other: other: page type: article"", ""other: other: special content 1: testimonial""]",success,,
5057,"[""other: language: German"", ""other: page type: article"", ""other: special content 1: testimonial""]","[""other: other: language: German"", ""other: other: page type: article"", ""other: other: special content 1: testimonial""]",success,,
5059,"[""other: language: German"", ""other: media 2: picture"", ""other: page type: article"", ""other: special content 2: testimonial""]","[""other: other: language: German"", ""other: other: media 2: picture"", ""other: other: page type: article"", ""other: other: special content 2: testimonial""]",success,,
5062,"[""other: language: German"", ""other: page type: article"", ""other: special content 1: testimonial""]","[""other: other: language: German"", ""other: other: page type: article"", ""other: other: special content 1: testimonial""]",success,,
5064,"[""other: language: German"", ""other: page type: article"", ""other: special content 1: testimonial""]","[""other: other: language: German"", ""other: other: page type: article"", ""other: other: special content 1: testimonial""]",success,,
5067,"[""other: language: German"", ""other: media 2: picture"", ""other: page type: article"", ""other: special content 2: testimonial""]","[""other: other: language: German"", ""other: other: media 2: picture"", ""other: other: page type: article"", ""other: other: special content 2: testimonial""]",success,,
5069,"[""other: language: German"", ""other: page type: article"", ""other: special content 1: testimonial""]","[""other: other: language: German"", ""other: other: page type: article"", ""other: other: special content 1: testimonial""]",success,,
5066,"[""other: language: German"", ""other: page type: article"", ""other: special content 1: testimonial""]","[""other: other: language: German"", ""other: other: page type: article"", ""other: other: special content 1: testimonial""]",success,,
5073,"[""other: language: German"", ""other: page type: article"", ""other: special content 1: testimonial""]","[""other: other: language: German"", ""other: other: page type: article"", ""other: other: special content 1: testimonial""]",success,,
5072,"[""other: language: German"", ""other: page type: article"", ""other: special content 1: testimonial""]","[""other: other: language: German"", ""other: other: page type: article"", ""other: other: special content 1: testimonial""]",success,,
8059,"[""other: language: German"", ""other: page type: media article"", ""other: media 1: pdf"", ""other: special content 1: our publication""]","[""other: other: language: German"", ""other: other: page type: media article"", ""other: other: media 1: pdf"", ""other: other: special content 1: our publication""]",success,,
8057,"[""other: language: German"", ""other: page type: media article"", ""other: media 1: pdf"", ""other: special content 1: our publication""]","[""other: other: language: German"", ""other: other: page type: media article"", ""other: other: media 1: pdf"", ""other: other: special content 1: our publication""]",success,,
8830,"[""other: language: German"", ""other: page type: article without DOI"", ""other: special content 1: Fluchtgeschichten""]","[""other: other: language: German"", ""other: other: page type: article without DOI"", ""other: other: special content 1: Fluchtgeschichten""]",success,,
9172,"[""other: language: German"", ""other: page type: article without DOI"", ""other: special content 1: Fluchtgeschichten""]","[""other: other: language: German"", ""other: other: page type: article without DOI"", ""other: other: special content 1: Fluchtgeschichten""]",success,,
9183,"[""other: language: German"", ""other: page type: article without DOI"", ""other: special content 1: Fluchtgeschichten""]","[""other: other: language: German"", ""other: other: page type: article without DOI"", ""other: other: special content 1: Fluchtgeschichten""]",success,,
8917,"[""other: language: German"", ""other: canton: LU"", ""other: page type: article"", ""other: university: UniLU""]","[""other: other: language: German"", ""other: other: canton: LU"", ""other: other: page type: article"", ""other: other: university: UniLU""]",success,,
8959,"[""other: language: German"", ""other: page type: article""]","[""other: other: language: German"", ""other: other: page type: article""]",success,,
8960,"[""other: language: German"", ""other: page type: article""]","[""other: other: language: German"", ""other: other: page type: article""]",success,,
