id,old_tags,new_tags,tagging_status,unexpected_error
7786,article;French,page type: article;language: French;canton: VD;,success,
6248,article;German,page type: article;language: German;canton: VD;,success,
9306,VD;event,page type: event;canton: VD;,success,
9307,VD;event,page type: event;canton: VD;,success,
9308,VD;event,page type: event;canton: VD;,success,
9309,VD;event,page type: event;canton: VD;,success,
9310,VD;event,page type: event;canton: VD;,success,
9311,VD;event,page type: event;canton: VD;,success,
9313,VD;event,page type: event;canton: VD;,success,
9314,VD;event,page type: event;canton: VD;,success,
9315,VD;event,page type: event;canton: VD;,success,
9316,VD;event,page type: event;canton: VD;,success,
9317,VD;event,page type: event;canton: VD;,success,
9318,VD;event,page type: event;canton: VD;,success,
9320,VD;event,page type: event;canton: VD;,success,
9323,VD;event,page type: event;canton: VD;,success,
9324,VD;event,page type: event;canton: VD;,success,
9325,VD;event,page type: event;canton: VD;,success,
9326,VD;event,page type: event;canton: VD;,success,
9327,VD;event,page type: event;canton: VD;,success,
9328,VD;event,page type: event;canton: VD;,success,
9329,VD;event,page type: event;canton: VD;,success,
9330,VD;event,page type: event;canton: VD;,success,
9337,VD;event,page type: event;canton: VD;,success,
9338,VD;event,page type: event;canton: VD;,success,
9340,VD;event,page type: event;canton: VD;,success,
9341,VD;event,page type: event;canton: VD;,success,
9348,VD;event,page type: event;canton: VD;,success,
9349,VD;event,page type: event;canton: VD;,success,
9350,VD;event,page type: event;canton: VD;,success,
9525,VD;event,page type: event;canton: VD;,success,
9550,VD;event,page type: event;canton: VD;,success,
9644,VD;event,page type: event;canton: VD;,success,
7919,site map;VD,page type: portal page;language: French;canton: VD;special content 1: site map;,success,
7583,presentation page;VD,page type: presentation page;language: French;canton: VD;,success,
7938,presentation page;French;VD,page type: presentation page;language: French;canton: VD;,success,
8211,presentation page;VD,page type: presentation page;language: German;canton: VD;,success,
7618,VD;philExpo22;article about event,page type: article about event;language: French;canton: VD;special content 1: philExpo22;,success,
7619,philExpo22;article about event,page type: article about event;language: French;canton: VD;special content 1: philExpo22;,success,
7626,VD;philExpo22;article about event,page type: article about event;language: French;canton: VD;special content 1: philExpo22;,success,
7652,VD;philExpo22;article about event,page type: article about event;language: French;canton: VD;special content 1: philExpo22;,success,
7743,philExpo22;article about event,page type: article about event;language: French;canton: VD;special content 1: philExpo22;,success,
7132,VD;article about event,page type: article about event;language: English;canton: VD;,success,
7123,VD;article about event,page type: article about event;language: French;canton: VD;,success,
7124,French;VD;article about event,page type: article about event;language: French;canton: VD;,success,
7125,French;VD;article about event,page type: article about event;language: French;canton: VD;,success,
7655,GE;French;VD;article about event,page type: article about event;language: French;canton: VD;,success,
7662,article with video;VD;article about event,page type: article about event;language: French;canton: VD;,success,
9312,VD;article about event,page type: article about event;language: French;canton: VD;,success,
6597,ZH;presentation page,page type: presentation page;language: German;university: Cafe;canton: ZH;,success,
6598,ZH;presentation page,page type: presentation page;language: German;university: Cafe;canton: ZH;,success,
6599,German;presentation page,page type: presentation page;language: German;university: Cafe;canton: ZH;,success,
6600,ZH;presentation page,page type: presentation page;language: German;university: Cafe;canton: ZH;,success,
6602,ZH;presentation page,page type: presentation page;language: German;university: Cafe;canton: ZH;,success,
6724,German;ZH;presentation page,page type: presentation page;language: German;university: Cafe;canton: ZH;,success,
6734,ZH;presentation page,page type: presentation page;language: German;university: Cafe;canton: ZH;,success,
7942,ZH;presentation page,page type: presentation page;language: German;university: Cafe;canton: ZH;,success,
8497,ZH;presentation page,page type: presentation page;language: German;university: Cafe;canton: ZH;,success,
9219,ZH;presentation page,page type: presentation page;language: German;university: Cafe;canton: ZH;,success,
9743,German;ZH;presentation page,page type: presentation page;language: German;university: Cafe;canton: ZH;,success,
9745,German;ZH;presentation page,page type: presentation page;language: German;university: Cafe;canton: ZH;,success,
6354,ZH;presentation page,page type: presentation page;language: German;university: Cafe;canton: ZH;,success,
6611,ZH;presentation page,page type: presentation page;language: German;university: Cafe;canton: ZH;,success,
8847,ZH;presentation page,page type: presentation page;language: German;university: Cafe;canton: ZH;,success,
8938,article;German,page type: article;language: German;university: ETH;canton: ZH;,success,
6357,ETH;ZH;presentation page,page type: presentation page;language: German;university: ETH;canton: ZH;,success,
6341,ETH;ZH;presentation page,page type: information page;language: German;university: ETH;canton: ZH;,success,
8079,high-schools;ZH;presentation page,page type: presentation page;language: German;university: PH;canton: ZH;special content 1: high schools;,success,
5652,German;ZH;presentation page,page type: presentation page;language: German;university: Soc;canton: ZH;,success,
8392,article;German,page type: article;language: German;university: UZH;canton: ZH;,success,
9079,article;German,page type: article;language: German;university: UZH;canton: ZH;,success,
8949,UZH;event;ZH,page type: event;university: UZH;canton: ZH;,success,
9569,UZH;event;ZH,page type: event;university: UZH;canton: ZH;,success,
9570,UZH;event;ZH,page type: event;university: UZH;canton: ZH;,success,
9571,UZH;event;ZH,page type: event;university: UZH;canton: ZH;,success,
9572,UZH;event;ZH,page type: event;university: UZH;canton: ZH;,success,
9670,UZH;event;ZH,page type: event;university: UZH;canton: ZH;,success,
6451,article with audio;German;UZH;ZH,page type: media article;media 1: audio;language: German;university: UZH;canton: ZH;,success,
7981,high-schools;presentation page;UZH;ZH,page type: presentation page;language: German;university: UZH;canton: ZH;special content 1: high schools;,success,
7957,presentation page;UZH;ZH,page type: presentation page;language: English;university: UZH;canton: ZH;,success,
6343,presentation page;UZH;ZH,page type: presentation page;language: German;university: UZH;canton: ZH;,success,
6435,German;UZH;ZH,page type: presentation page;language: German;university: UZH;canton: ZH;,success,
7953,presentation page;UZH;ZH,page type: presentation page;language: German;university: UZH;canton: ZH;,success,
7954,presentation page;UZH;ZH,page type: presentation page;language: German;university: UZH;canton: ZH;,success,
7956,presentation page;UZH;ZH,page type: presentation page;language: German;university: UZH;canton: ZH;,success,
7959,presentation page;UZH;ZH,page type: presentation page;language: German;university: UZH;canton: ZH;,success,
5369,philExpo22;article about event;UZH;ZH,page type: article about event;language: German;university: UZH;canton: ZH;special content 1: philExpo22;,success,
4746,English;article about event;UZH;ZH,page type: article about event;language: English;university: UZH;canton: ZH;,success,
1617,article about event;UZH;ZH,page type: article about event;language: German;university: UZH;canton: ZH;,success,
8848,job;UZH;ZH,page type: information page;language: English;university: UZH;canton: ZH;special content 1: job;,success,
8849,job;UZH;ZH,page type: information page;language: English;university: UZH;canton: ZH;special content 1: job;,success,
9208,job;UZH;ZH,page type: information page;language: English;university: UZH;canton: ZH;special content 1: job;,success,
9613,job;UZH;ZH,page type: information page;language: English;university: UZH;canton: ZH;special content 1: job;,success,
9618,job;UZH;ZH,page type: information page;language: English;university: UZH;canton: ZH;special content 1: job;,success,
9622,job;UZH;ZH,page type: information page;language: English;university: UZH;canton: ZH;special content 1: job;,success,
9671,job;UZH;ZH,page type: information page;language: English;university: UZH;canton: ZH;special content 1: job;,success,
9672,job;UZH;ZH,page type: information page;language: English;university: UZH;canton: ZH;special content 1: job;,success,
7932,presentation page;ZH,page type: presentation page;language: German;university: VH;canton: ZH;,success,
8735,article;German,page type: article;language: German;canton: ZH;,success,
9578,event;ZH,page type: event;canton: ZH;,success,
9742,event;ZH,page type: event;canton: ZH;,success,
9744,event;ZH,page type: event;canton: ZH;,success,
7915,site map;ZH,page type: portal page;language: German;canton: ZH;special content 1: site map;,success,
6432,presentation page;ZH,page type: presentation page;language: German;canton: ZH;,success,
6447,presentation page;ZH,page type: presentation page;language: German;canton: ZH;,success,
6627,presentation page;ZH,page type: presentation page;language: German;canton: ZH;,success,
7996,German;presentation page;ZH,page type: presentation page;language: German;canton: ZH;,success,
7998,presentation page;ZH,page type: presentation page;language: German;canton: ZH;,success,
8105,presentation page;ZH,page type: presentation page;language: German;canton: ZH;,success,
8380,German;presentation page;ZH,page type: presentation page;language: German;canton: ZH;,success,
8384,presentation page;ZH,page type: presentation page;language: German;canton: ZH;,success,
8391,presentation page;ZH,page type: presentation page;language: German;canton: ZH;,success,
8426,presentation page;ZH,page type: presentation page;language: German;canton: ZH;,success,
3796,German;high-schools;article about event;ZH,page type: article about event;language: German;canton: ZH;special content 1: high schools;,success,
4650,German;high-schools;article about event;ZH,page type: article about event;language: German;canton: ZH;special content 1: high schools;,success,
5470,philExpo22;article about event;ZH,page type: article about event;language: English;canton: ZH;special content 1: philExpo22;,success,
5773,English;philExpo22;article about event;ZH,page type: article about event;language: English;canton: ZH;special content 1: philExpo22;,success,
5380,philExpo22;article about event;ZH,page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,success,
5381,philExpo22;article about event;ZH,page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,success,
5382,philExpo22;article about event;ZH,page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,success,
5383,philExpo22;article about event;ZH,page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,success,
5386,philExpo22;article about event;ZH,page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,success,
5393,philExpo22;article about event;ZH,page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,success,
5394,philExpo22;article about event;ZH,page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,success,
5455,philExpo22;article about event;ZH,page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,success,
5458,philExpo22;article about event;ZH,page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,success,
5464,philExpo22;article about event;ZH,page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,success,
6577,philExpo22;article about event;ZH,page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,success,
6578,philExpo22;article about event;ZH,page type: article about event;language: German;canton: ZH;special content 1: philExpo22;,success,
2268,article about event;ZH,page type: article about event;language: English;canton: ZH;,success,
6817,our event;article with audio;German;article about event;ZH,page type: article about event;media 1: audio;language: German;canton: ZH;special content 2: our event;,success,
6818,our event;article with audio;German;article about event;ZH,page type: article about event;media 1: audio;language: German;canton: ZH;special content 2: our event;,success,
1082,our event;article about event;ZH,page type: article about event;language: German;canton: ZH;special content 2: our event;,success,
1532,article about event;ZH,page type: article about event;language: German;canton: ZH;,success,
2528,article about event;ZH,page type: article about event;language: German;canton: ZH;,success,
2631,article about event;ZH,page type: article about event;language: German;canton: ZH;,success,
2701,German;article about event;ZH,page type: article about event;language: German;canton: ZH;,success,
2702,German;article about event;ZH,page type: article about event;language: German;canton: ZH;,success,
2725,our event;article about event;ZH,page type: article about event;language: German;canton: ZH;special content 2: our event;,success,
3007,article about event;ZH,page type: article about event;language: German;canton: ZH;,success,
3162,article about event;ZH,page type: article about event;language: German;canton: ZH;,success,
3768,article about event;ZH,page type: article about event;language: German;canton: ZH;,success,
4961,article about event;ZH,page type: article about event;language: German;canton: ZH;,success,
5589,article about event;ZH,page type: article about event;language: German;canton: ZH;,success,
5862,article about event;ZH,page type: article about event;language: German;canton: ZH;,success,
6595,article about event;ZH,page type: article about event;language: German;canton: ZH;,success,
6610,article about event;ZH,page type: article about event;language: German;canton: ZH;,success,
6618,article about event;ZH,page type: article about event;language: German;canton: ZH;,success,
6722,article about event;ZH,page type: article about event;language: German;canton: ZH;,success,
8343,article about event;ZH,page type: article about event;language: German;canton: ZH;,success,
9413,article about event;ZH,page type: article about event;language: German;canton: ZH;,success,
9650,article about event;ZH,page type: article about event;language: German;canton: ZH;,success,
1672,presentation page;ZH,page type: information page;language: German;canton: ZH;,success,
2814,presentation page;ZH,page type: information page;language: German;canton: ZH;,success,
3693,presentation page;ZH,page type: information page;language: German;canton: ZH;,success,
6318,presentation page;ZH,page type: information page;language: German;canton: ZH;,success,
6609,information page;ZH,page type: information page;language: German;canton: ZH;,success,
6613,information page;ZH,page type: information page;language: German;canton: ZH;,success,
6655,presentation page;ZH,page type: information page;language: German;canton: ZH;,success,
6656,presentation page;ZH,page type: information page;language: German;canton: ZH;,success,
6657,presentation page;ZH,page type: information page;language: German;canton: ZH;,success,
6658,presentation page;ZH,page type: information page;language: German;canton: ZH;,success,
8334,information page;German;ZH,page type: information page;language: German;canton: ZH;,success,
9176,presentation page;ZH,page type: information page;language: German;canton: ZH;,success,
7974,high-schools;presentation page,page type: presentation page;language: German;university: PH;special content 1: high schools;,success,
7975,high-schools;presentation page,page type: presentation page;language: German;university: PH;special content 1: high schools;,success,
7979,high-schools;presentation page,page type: presentation page;language: German;university: PH;special content 1: high schools;,success,
9220,high-schools;presentation page,page type: presentation page;language: German;university: PH;special content 1: high schools;,success,
9221,high-schools;presentation page,page type: presentation page;language: German;university: PH;special content 1: high schools;,success,
9222,high-schools;presentation page,page type: presentation page;language: German;university: PH;special content 1: high schools;,success,
8836,Uni;job,page type: information page;language: English;university: Uni;special content 1: job;,success,
6445,presentation page;Uni,page type: presentation page;language: German;university: Uni;,success,
6569,presentation page;Uni,page type: presentation page;language: German;university: Uni;,success,
1461,article about event;Uni,page type: article about event;language: German;university: Uni;,success,
1462,article about event;Uni,page type: article about event;language: German;university: Uni;,success,
9661,article;Italian,page type: article;language: Italian;university: USI;,success,
4554,article series;information page;English;student project,page type: information page;language: English;university: UZH;special content 1: article series;special content 2: student project;,success,
7624,French;philExpo22;article about event,page type: article about event;language: French;university: VH;special content 1: philExpo22;,success,
2996,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
4777,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
4895,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
5011,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
5016,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
5139,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
5202,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
5306,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
5527,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
5528,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
5615,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
5746,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
5755,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
5806,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
5853,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
6007,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
6112,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
6132,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
6133,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
6262,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
6263,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
6264,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
6265,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
6273,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
6388,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
6489,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
6783,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
8015,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
8017,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
8020,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
8041,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
8042,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
8044,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
8046,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
8129,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
8352,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
8353,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
8354,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
8704,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
8724,topics;German;article series,page type: topics;language: German;special content 1: focus area;,success,
120,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
121,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
122,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
123,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
124,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
127,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
128,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
129,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
130,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
131,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
132,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
133,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
136,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
138,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
141,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
148,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
149,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
150,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
151,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
1781,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
1851,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
8488,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
8489,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
8539,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
8763,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
8766,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
8771,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
8777,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
8779,discipline;French;topics,page type: topics;language: French;special content 1: discipline;,success,
44,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
45,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
47,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
48,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
49,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
50,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
74,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
75,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
76,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
77,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
80,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
82,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
83,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
84,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
85,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
88,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
90,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
93,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
95,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
96,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
97,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
98,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
2424,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
6193,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
6299,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
6326,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
8500,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
8689,German;discipline;topics,page type: topics;language: German;special content 1: discipline;,success,
517,Italian;discipline;topics,page type: topics;language: Italian;special content 1: discipline;,success,
518,Italian;discipline;topics,page type: topics;language: Italian;special content 1: discipline;,success,
520,Italian;discipline;topics,page type: topics;language: Italian;special content 1: discipline;,success,
3565,Italian;discipline;topics,page type: topics;language: Italian;special content 1: discipline;,success,
5017,English;article series;topics,page type: topics;language: English;special content 1: focus area;,success,
6270,English;article series;topics,page type: topics;language: English;special content 1: focus area;,success,
6271,English;article series;topics,page type: topics;language: English;special content 1: focus area;,success,
6505,English;topics,page type: topics;language: English;special content 1: focus area;,success,
8372,English;article series;topics,page type: topics;language: English;special content 1: focus area;,success,
5933,French;article series;topics,page type: topics;language: French;special content 1: focus area;,success,
5944,French;article series;topics,page type: topics;language: French;special content 1: focus area;,success,
5996,French;article series;topics,page type: topics;language: French;special content 1: focus area;,success,
6268,French;article series;topics,page type: topics;language: French;special content 1: focus area;,success,
6269,French;article series;topics,page type: topics;language: French;special content 1: focus area;,success,
8043,French;article series;topics,page type: topics;language: French;special content 1: focus area;,success,
8350,French;article series;topics,page type: topics;language: French;special content 1: focus area;,success,
8351,French;article series;topics,page type: topics;language: French;special content 1: focus area;,success,
8454,French;article series;topics,page type: topics;language: French;special content 1: focus area;,success,
100,German;article series;topics,page type: topics;language: German;special content 1: focus area;,success,
101,German;article series;topics,page type: topics;language: German;special content 1: focus area;,success,
103,German;article series;topics,page type: topics;language: German;special content 1: focus area;,success,
635,German;article series;topics,page type: topics;language: German;special content 1: focus area;,success,
681,German;article series;topics,page type: topics;language: German;special content 1: focus area;,success,
695,German;article series;topics,page type: topics;language: German;special content 1: focus area;,success,
1091,German;article series;topics,page type: topics;language: German;special content 1: focus area;,success,
5808,article;German;article series,page type: article without DOI;language: German;special content 1: article series;,success,
6215,article;German;article series,page type: article without DOI;language: German;special content 1: article series;,success,
4872,book note;English;article,page type: article without DOI;language: English;special content 1: book note;,success,
3057,French;book note;article,page type: article without DOI;language: French;special content 1: book note;,success,
3058,French;book note;article,page type: article without DOI;language: French;special content 1: book note;,success,
3059,French;book note;article,page type: article without DOI;language: French;special content 1: book note;,success,
3644,French;book note;article,page type: article without DOI;language: French;special content 1: book note;,success,
4216,French;book note;article,page type: article without DOI;language: French;special content 1: book note;,success,
4223,French;book note;article,page type: article without DOI;language: French;special content 1: book note;,success,
4231,French;book note;article,page type: article without DOI;language: French;special content 1: book note;,success,
4246,French;book note;article,page type: article without DOI;language: French;special content 1: book note;,success,
4247,French;book note;article,page type: article without DOI;language: French;special content 1: book note;,success,
4249,French;book note;article,page type: article without DOI;language: French;special content 1: book note;,success,
8988,French;book note;article,page type: article without DOI;language: French;special content 1: book note;,success,
8991,French;book note;article,page type: article without DOI;language: French;special content 1: book note;,success,
730,article with picture;German;book note,page type: article without DOI;media 2: picture;language: German;special content 1: book note;,success,
760,article with picture;German;book note,page type: article without DOI;media 2: picture;language: German;special content 1: book note;,success,
73,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
697,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
698,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
735,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
737,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
740,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
741,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
1321,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
1583,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
1707,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
1708,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
1712,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
1738,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
1739,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
1745,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
1759,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
1778,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
1790,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
1791,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
1833,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
2110,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
2114,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
2115,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
2125,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
2130,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
2214,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
2306,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
2371,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
2426,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
2448,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
2566,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
2568,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
2570,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
2759,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
3368,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
3369,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
3401,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
3403,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
3449,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
3450,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
3508,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
3543,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
3547,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
3629,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
3702,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
3860,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
3884,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
3894,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
3895,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
3991,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
4241,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
4261,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
4275,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
4477,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
4638,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
4641,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
4703,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
4704,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
4712,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
5607,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
6008,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
6067,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
6316,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
8481,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
8482,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
8483,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
8495,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
8506,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
8507,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
8508,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
8509,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
8510,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
8511,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
8512,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
8513,article;German;book note,page type: article without DOI;language: German;special content 1: book note;,success,
